Tree_ID,Species,Barangay,Municipality,Latitude,Longitude,Age_Years,Height_m,Diameter_cm,Soil_Type,Survival_Status
T0566,Gmelina,San Isidro,Rosario,8.593158,125.080022,11,19.1,26.3,Clay,Dead
T0567,Yakal,Patin-ay,Rosario,8.110063,126.387571,12,24.5,26.4,Loam,Alive
T0568,Molave,Salvacion,Bunawan,8.648639,125.412932,3,6.5,7.8,Clay,Dead
T0569,Bagras,Patin-ay,Talacogon,8.204167,125.063513,2,5,5.3,Loam,Alive
T0570,Narra,Poblacion,Bislig,8.019145,126.168654,7,12.3,12.9,Sandy,Alive
T0571,Gmelina,Taglatawan,Rosario,8.685701,126.36532,12,17.8,25.8,Sandy,Alive
T0572,Mahogany,Libertad,Bunawan,8.572607,125.415519,4,7.5,8.2,Loam,Alive
T0573,Acacia,Taglatawan,Bislig,8.594083,126.05396,13,22.2,28.3,Loam,Alive
T0574,Bagras,Sta. Cruz,Rosario,8.880973,126.324372,14,25.3,35.9,Sandy,Dead
T0575,Narra,Patin-ay,Loreto,8.683454,125.563162,7,13.9,14.1,Sandy,Dead
T0576,Narra,Taglatawan,Prosperidad,8.030026,126.346049,15,29.4,35.8,Sandy,Dead
T0577,Molave,Poblacion,Talacogon,8.775912,125.191905,12,22.1,27,Sandy,Dead
T0578,Yakal,Patin-ay,Rosario,8.085103,125.578396,2,1.8,3.8,Clay,Dead
T0579,Acacia,San Roque,Rosario,8.055223,126.413575,4,9,3.7,Clay,Dead
T0580,Molave,Patin-ay,Loreto,8.166022,125.171647,12,22.9,25.1,Clay,Alive
T0581,Mahogany,Poblacion,San Francisco,8.299383,125.348759,12,20.9,28.6,Clay,Alive
T0582,Gmelina,San Isidro,Rosario,8.302479,126.46306,10,17.4,22.7,Clay,Alive
T0583,Gmelina,Salvacion,San Francisco,8.864659,125.232388,7,13.9,18.4,Sandy,Alive
T0584,Gmelina,Patin-ay,San Francisco,8.478496,126.170834,14,25.4,30.6,Loam,Alive
T0585,Molave,Libertad,Bislig,8.984234,125.593562,7,12.4,14.1,Sandy,Alive
T0586,Mahogany,Patin-ay,Talacogon,8.725006,125.861431,3,5.7,4.5,Sandy,Dead
T0587,Molave,Poblacion,Rosario,8.940419,125.023735,5,11.6,10.9,Sandy,Alive
T0588,Narra,San Roque,Bunawan,8.483181,126.257346,7,12.9,14.9,Clay,Alive
T0589,Yakal,San Isidro,San Francisco,8.698531,125.624218,14,25.3,33.5,Clay,Alive
T0590,Bagras,Sta. Cruz,Bislig,8.512897,126.304409,6,11.2,10.2,Sandy,Alive
T0591,Narra,Taglatawan,San Francisco,8.661667,125.211835,6,10.5,13.7,Sandy,Dead
T0592,Gmelina,San Isidro,Prosperidad,8.490765,125.609835,6,12.9,16.9,Clay,Alive
T0593,Bagras,Sta. Cruz,Loreto,8.37117,126.178465,3,7.3,4.8,Loam,Dead
T0594,Narra,San Roque,Talacogon,8.337649,126.482782,15,26,31.6,Loam,Alive
T0595,Acacia,Taglatawan,Prosperidad,8.249669,125.394871,13,25.4,31.9,Clay,Alive
T0596,Gmelina,Patin-ay,Loreto,8.37653,125.348084,4,4.1,7.6,Sandy,Alive
T0597,Gmelina,Poblacion,Prosperidad,8.48613,126.381109,13,23.6,29.7,Clay,Dead
T0598,Bagras,Poblacion,Bislig,8.785813,125.884922,5,11.4,10.6,Sandy,Alive
T0599,Narra,Poblacion,Talacogon,8.487265,125.644978,1,2.3,2.5,Loam,Dead
T0600,Narra,San Isidro,Prosperidad,8.708122,125.713532,11,20,19.9,Clay,Alive
T0601,Mahogany,Libertad,Bunawan,8.910606,125.764781,15,27.5,31.2,Loam,Alive
T0602,Acacia,Sta. Cruz,Talacogon,8.852982,126.392575,15,24.7,32.4,Clay,Alive
T0603,Bagras,Poblacion,Bislig,8.724598,125.167389,9,17.5,22.9,Sandy,Alive
T0604,Gmelina,Salvacion,Rosario,8.055525,125.852697,15,25.9,34.5,Clay,Alive
T0605,Acacia,Taglatawan,Prosperidad,8.565782,126.393717,6,8.6,11.1,Loam,Alive
T0606,Acacia,San Roque,Bunawan,8.431112,125.131323,1,0.7,-0.2,Loam,Alive
T0607,Molave,Taglatawan,Talacogon,8.961492,126.001802,3,7.2,10,Clay,Dead
T0608,Molave,Poblacion,Bunawan,8.19231,125.443482,6,9.5,15.1,Clay,Alive
T0609,Gmelina,Taglatawan,Bislig,8.96336,125.015427,1,3.1,5.1,Sandy,Dead
T0610,Yakal,Taglatawan,Loreto,8.311879,125.509958,8,15.7,16.7,Sandy,Alive
T0611,Narra,Libertad,Prosperidad,8.991696,125.811504,12,20.9,24.1,Clay,Dead
T0612,Gmelina,Poblacion,Rosario,8.061808,125.138541,8,12.8,18.2,Loam,Dead
T0613,Gmelina,San Roque,Prosperidad,8.446715,125.752277,10,18.4,23.5,Clay,Alive
T0614,Molave,Salvacion,Loreto,8.177193,125.4414,3,4,10.1,Sandy,Dead
T0615,Gmelina,Libertad,Prosperidad,8.884587,126.343344,7,11,13.3,Sandy,Alive
T0616,Acacia,San Isidro,Rosario,8.440058,126.094568,3,4.1,2.8,Sandy,Dead
T0617,Yakal,Libertad,Talacogon,8.119891,126.102389,1,2.3,0.7,Clay,Dead
T0618,Acacia,Poblacion,Rosario,8.137089,126.100825,9,17.6,20,Loam,Alive
T0619,Molave,Poblacion,Rosario,8.733,125.987992,2,6.4,4.8,Clay,Dead
T0620,Mahogany,Sta. Cruz,Bislig,8.56058,126.413989,8,15.1,18.6,Clay,Alive
T0621,Narra,San Roque,Talacogon,8.576857,125.695973,8,14.7,15.9,Sandy,Alive
T0622,Gmelina,Taglatawan,Bislig,8.895698,126.17525,8,14.5,17.2,Loam,Alive
T0623,Mahogany,Patin-ay,Loreto,8.103265,125.258786,11,20.4,27.4,Sandy,Alive
T0624,Gmelina,Patin-ay,Prosperidad,8.423548,126.190356,7,12.5,16.3,Sandy,Alive
T0625,Yakal,San Isidro,Bislig,8.05035,125.079148,12,19.3,26.7,Loam,Dead
T0626,Molave,Taglatawan,San Francisco,8.574437,125.206828,10,19.6,21.1,Sandy,Dead
T0627,Gmelina,Taglatawan,Rosario,8.47735,125.526229,8,12.6,18,Clay,Dead
T0628,Gmelina,Poblacion,San Francisco,8.358335,126.369339,3,4.6,4,Clay,Dead
T0629,Acacia,San Isidro,Rosario,8.823624,125.576917,1,0.5,0.9,Sandy,Dead
T0630,Bagras,San Roque,Bislig,8.679199,125.114852,7,11.8,15.5,Loam,Alive
T0631,Gmelina,Salvacion,San Francisco,8.407748,125.241828,2,3.7,5.3,Clay,Dead
T0632,Molave,Taglatawan,Talacogon,8.06845,125.6265,7,14.9,15.5,Sandy,Alive
T0633,Yakal,Sta. Cruz,Talacogon,8.693335,125.972354,4,3.9,11.1,Sandy,Dead
T0634,Mahogany,San Roque,Bislig,8.814671,125.917747,1,4.2,1.5,Sandy,Dead
T0635,Narra,Salvacion,Bunawan,8.537783,125.417149,15,25.2,32.2,Loam,Alive
T0636,Gmelina,Sta. Cruz,Talacogon,8.827302,125.062873,13,23.5,25.6,Loam,Alive
T0637,Yakal,Salvacion,Prosperidad,8.095729,125.476542,15,27.5,32.5,Sandy,Dead
T0638,Bagras,Taglatawan,Rosario,8.916421,125.953122,9,15.4,19.3,Sandy,Alive
T0639,Yakal,San Roque,San Francisco,8.043052,126.171446,7,13.8,16.5,Clay,Alive
T0640,Molave,Salvacion,Bislig,8.83293,125.810445,10,17.4,21.5,Loam,Alive
T0641,Yakal,Taglatawan,Bislig,8.500477,125.650656,15,30.5,27.7,Loam,Alive
T0642,Gmelina,Patin-ay,Prosperidad,8.573042,125.487817,11,21.7,24.7,Sandy,Dead
T0643,Gmelina,Poblacion,San Francisco,8.696695,125.486519,1,0.5,4.8,Sandy,Dead
T0644,Yakal,San Isidro,Bislig,8.80543,126.420134,4,9.4,5.9,Loam,Alive
T0645,Mahogany,Salvacion,Loreto,8.780189,126.496434,12,23.5,28.6,Sandy,Alive
T0646,Gmelina,Salvacion,Loreto,8.93853,125.271775,3,5.1,8.5,Loam,Dead
T0647,Yakal,Salvacion,San Francisco,8.916942,126.164436,2,3.1,2,Sandy,Dead
T0648,Acacia,Poblacion,Prosperidad,8.897965,125.126191,10,19.6,20.9,Loam,Alive
T0649,Molave,San Isidro,Loreto,8.159625,125.503435,10,17.4,21,Clay,Dead
T0650,Molave,Sta. Cruz,Prosperidad,8.926464,125.629441,6,10.2,10.4,Loam,Alive
T0651,Bagras,Patin-ay,Loreto,8.857955,126.096736,6,9.8,15.3,Clay,Alive
T0652,Gmelina,Libertad,Loreto,8.697716,125.546169,4,7.3,9.7,Loam,Alive
T0653,Yakal,San Isidro,San Francisco,8.709439,125.407238,7,12.7,13.2,Loam,Alive
T0654,Mahogany,Salvacion,Rosario,8.093196,125.615744,11,18.9,25.5,Sandy,Alive
T0655,Gmelina,San Isidro,Talacogon,8.817305,126.395598,4,4.2,7.6,Clay,Dead
T0656,Molave,Salvacion,Talacogon,8.083525,125.316689,10,19.3,22.7,Clay,Alive
T0657,Yakal,Salvacion,San Francisco,8.727529,125.726587,15,25.1,33.2,Clay,Alive
T0658,Narra,Libertad,Prosperidad,8.805432,126.140241,4,9.7,9.5,Loam,Alive
T0659,Yakal,Taglatawan,Bunawan,8.407716,125.188348,2,6,2.7,Sandy,Dead
T0660,Bagras,Patin-ay,Bunawan,8.641504,125.389742,6,8.9,11,Sandy,Alive
T0661,Mahogany,Sta. Cruz,San Francisco,8.111137,125.972158,4,8.7,9.8,Loam,Alive
T0662,Acacia,Salvacion,Rosario,8.82435,125.595488,4,7.9,13,Loam,Alive
T0663,Gmelina,San Isidro,San Francisco,8.034939,126.484635,13,24.3,30.8,Clay,Alive
T0664,Bagras,Libertad,San Francisco,8.866102,125.434159,5,8.4,14,Sandy,Alive
T0665,Mahogany,San Roque,Talacogon,8.618772,125.998048,14,25.1,30,Loam,Alive
T0666,Bagras,Patin-ay,Bunawan,8.129174,125.14932,7,13.6,14,Loam,Alive
T0667,Bagras,Taglatawan,Talacogon,8.865562,125.154264,10,17.2,21.5,Sandy,Dead
T0668,Bagras,San Isidro,Bunawan,8.13508,125.227663,11,22.3,27.2,Clay,Alive
T0669,Gmelina,Libertad,Loreto,8.575359,125.643594,6,11.8,13.1,Loam,Alive
T0670,Acacia,Taglatawan,Talacogon,8.661141,125.978353,15,28.6,33.7,Sandy,Alive
T0671,Acacia,San Isidro,Talacogon,8.734151,125.511978,10,15.6,25.4,Clay,Alive
T0672,Gmelina,Patin-ay,San Francisco,8.027844,125.934098,9,14.6,23.6,Loam,Alive
T0673,Yakal,San Isidro,San Francisco,8.174647,125.443898,15,26.4,35.5,Clay,Dead
T0674,Narra,Poblacion,Rosario,8.592017,125.248852,7,11.4,15.4,Loam,Alive
T0675,Molave,Salvacion,Talacogon,8.600912,125.511438,10,16.4,21.4,Sandy,Dead
T0676,Bagras,Sta. Cruz,Rosario,8.293353,125.788205,13,23.6,28.9,Loam,Alive
T0677,Molave,Poblacion,Bunawan,8.679633,126.418887,3,6.7,5,Loam,Alive
T0678,Yakal,Libertad,Talacogon,8.924287,125.488735,3,5,6.7,Clay,Dead
T0679,Acacia,Poblacion,Talacogon,8.32353,125.997584,14,25.1,24.4,Clay,Alive
T0680,Gmelina,Sta. Cruz,Talacogon,8.894265,125.967354,11,20.8,23.5,Loam,Alive
T0681,Bagras,San Isidro,Loreto,8.322727,125.831535,14,25.2,30.2,Loam,Alive
T0682,Molave,San Roque,Loreto,8.957632,125.848617,9,18.2,20.3,Sandy,Alive
T0683,Gmelina,Salvacion,Bunawan,8.666268,126.483253,11,19.3,23.8,Sandy,Alive
T0684,Narra,Taglatawan,Loreto,8.096645,125.265345,15,26.9,33.7,Clay,Alive
T0685,Acacia,San Isidro,San Francisco,8.065812,126.336977,3,4.6,8.6,Clay,Dead
T0686,Yakal,San Isidro,Loreto,8.402704,126.008761,6,13.3,14.8,Sandy,Alive
T0687,Mahogany,Salvacion,Talacogon,8.738506,125.999926,12,23.3,28.5,Loam,Alive
T0688,Mahogany,Taglatawan,San Francisco,8.872859,125.749938,6,11,12.9,Sandy,Dead
T0689,Gmelina,Sta. Cruz,San Francisco,8.767499,125.461295,15,28.6,33.7,Sandy,Alive
T0690,Acacia,Salvacion,Rosario,8.12555,126.44522,3,9.2,5.3,Clay,Dead
T0691,Yakal,Libertad,Bislig,8.086032,125.08554,7,12.6,16.3,Loam,Alive
T0692,Molave,Poblacion,Bunawan,8.048092,125.443498,11,19.8,23,Sandy,Dead
T0693,Narra,San Roque,Rosario,8.252312,125.461656,10,16.3,22.3,Sandy,Dead
T0694,Molave,Salvacion,Bislig,8.074638,126.361603,4,8.1,7,Sandy,Dead
T0695,Mahogany,Patin-ay,Loreto,8.358622,126.367009,14,25.7,31.2,Sandy,Dead
T0696,Acacia,Libertad,San Francisco,8.833204,125.454526,4,5.8,12.1,Clay,Dead
T0697,Yakal,Taglatawan,Bunawan,8.454184,125.61842,6,13,13.7,Sandy,Alive
T0698,Acacia,San Roque,Prosperidad,8.579731,125.518437,9,15.9,18.8,Clay,Alive
T0699,Molave,Sta. Cruz,Prosperidad,8.161923,125.987153,1,2.3,2.1,Sandy,Dead
T0700,Narra,Taglatawan,San Francisco,8.613979,125.924642,6,10,13.6,Loam,Alive
T0701,Yakal,San Roque,Prosperidad,8.940504,125.973148,2,2.8,3.4,Loam,Alive
T0702,Bagras,San Roque,San Francisco,8.525258,125.166813,11,18.5,23.5,Clay,Alive
T0703,Molave,Libertad,Bunawan,8.162661,126.101549,11,18.3,25.6,Loam,Alive
T0704,Gmelina,Libertad,Bislig,8.363645,125.147891,8,16.1,16.5,Clay,Alive
T0705,Narra,Taglatawan,Bunawan,8.07928,125.848776,14,24.8,30.2,Loam,Alive
T0706,Acacia,Patin-ay,Rosario,8.558352,126.304907,15,25.9,33.3,Clay,Dead
T0707,Bagras,Sta. Cruz,Loreto,8.755134,125.879936,4,6.3,6.8,Loam,Dead
T0708,Acacia,Sta. Cruz,Prosperidad,8.915788,125.539691,10,18.3,21.8,Clay,Alive
T0709,Yakal,Patin-ay,San Francisco,8.875134,126.45641,13,25.7,25.4,Loam,Alive
T0710,Narra,Patin-ay,Bislig,8.469519,125.633984,14,25.5,31.7,Loam,Alive
T0711,Molave,Patin-ay,San Francisco,8.809675,126.425799,11,21.1,23.5,Clay,Alive
T0712,Bagras,San Roque,Rosario,8.226691,125.850339,5,12,9.3,Clay,Alive
T0713,Gmelina,Taglatawan,San Francisco,8.054565,125.899192,11,22.2,23.7,Sandy,Dead
T0714,Molave,Sta. Cruz,Bislig,8.835373,125.295332,11,20.3,26.6,Loam,Alive
T0715,Bagras,Salvacion,Talacogon,8.799783,125.832031,12,21.5,27.9,Loam,Alive
T0716,Gmelina,Patin-ay,Loreto,8.014567,125.3711,15,30.4,34.8,Clay,Alive
T0717,Yakal,Libertad,Bunawan,8.625651,125.857411,13,24.1,29.5,Sandy,Dead
T0718,Acacia,San Roque,Talacogon,8.283364,126.255856,11,18.9,24.7,Clay,Alive
T0719,Narra,Libertad,Bislig,8.163367,125.276689,12,22.4,23.5,Clay,Alive
T0720,Acacia,San Roque,Talacogon,8.854806,126.428623,3,7,5.8,Sandy,Dead
T0721,Narra,Sta. Cruz,Prosperidad,8.505697,125.093062,13,25,34.1,Clay,Dead
T0722,Molave,Salvacion,Rosario,8.201842,125.387156,5,12.2,12.2,Clay,Alive
T0723,Mahogany,San Isidro,Talacogon,8.945971,126.263248,8,15.5,17.4,Sandy,Dead
T0724,Molave,Poblacion,Bislig,8.796484,126.135137,14,24.1,28.2,Sandy,Dead
T0725,Bagras,Poblacion,Talacogon,8.684314,126.423471,2,5.1,2,Loam,Alive
T0726,Mahogany,Salvacion,Prosperidad,8.055416,125.49672,15,29.7,31,Loam,Alive
T0727,Gmelina,San Roque,Bislig,8.022218,126.48281,3,5.5,7.6,Sandy,Dead
T0728,Yakal,Patin-ay,San Francisco,8.114754,125.735613,5,9.9,13.1,Sandy,Alive
T0729,Acacia,Taglatawan,Bunawan,8.47509,126.383651,15,30,31,Loam,Alive
T0730,Yakal,Sta. Cruz,Rosario,8.843755,125.487384,10,18.1,22.1,Sandy,Alive
T0731,Gmelina,Sta. Cruz,Prosperidad,8.399333,125.614509,7,12.3,15.5,Clay,Alive
T0732,Gmelina,Sta. Cruz,Talacogon,8.810468,125.408976,12,23.4,27,Sandy,Dead
T0733,Acacia,Salvacion,Rosario,8.866423,125.089426,10,18.5,23.6,Clay,Alive
T0734,Gmelina,Patin-ay,Rosario,8.675761,125.927915,12,20.2,29.7,Loam,Alive
T0735,Narra,Sta. Cruz,Prosperidad,8.158737,126.42391,5,7.4,10.6,Sandy,Dead
T0736,Molave,Patin-ay,Prosperidad,8.354377,125.454245,7,8.7,14.4,Clay,Alive
T0737,Gmelina,Salvacion,Loreto,8.593781,125.86339,1,0.1,3.3,Sandy,Dead
T0738,Narra,Taglatawan,Rosario,8.224602,125.10373,15,26.9,32.7,Loam,Alive
T0739,Narra,Salvacion,Bunawan,8.563893,125.391744,9,15.4,22.8,Loam,Alive
T0740,Acacia,San Roque,Rosario,8.513175,125.195757,1,1.2,1,Clay,Dead
T0741,Mahogany,Salvacion,Prosperidad,8.599299,125.770562,9,15,16.3,Clay,Dead
T0742,Bagras,Poblacion,Loreto,8.242578,125.136963,11,20.8,24.4,Clay,Alive
T0743,Mahogany,Salvacion,San Francisco,8.471649,125.137133,2,2.3,7.2,Clay,Alive
T0744,Yakal,Taglatawan,Talacogon,8.253613,125.96313,9,17.6,20.2,Sandy,Alive
T0745,Molave,Salvacion,Prosperidad,8.810161,125.64451,6,11,14.9,Clay,Alive
T0746,Molave,Poblacion,Rosario,8.268798,125.297967,7,10.9,11.4,Loam,Alive
T0747,Acacia,Taglatawan,Bislig,8.589653,125.101065,9,16.3,17.2,Sandy,Alive
T0748,Gmelina,San Isidro,Loreto,8.283284,125.600469,9,13.8,22.8,Loam,Alive
T0749,Molave,Taglatawan,Prosperidad,8.308802,125.440302,1,1.6,4.2,Clay,Dead
T0750,Bagras,Taglatawan,Rosario,8.663027,126.0186,13,22.8,28,Loam,Alive
T0751,Mahogany,Poblacion,Loreto,8.319743,125.085676,14,24,29.4,Loam,Alive
T0752,Narra,Salvacion,San Francisco,8.859112,125.750087,12,22.6,25.9,Clay,Alive
T0753,Narra,San Isidro,Bislig,8.512215,126.020719,12,22.4,26.8,Sandy,Alive
T0754,Molave,Sta. Cruz,Loreto,8.781891,126.148788,9,15.5,18,Clay,Alive
T0755,Mahogany,Poblacion,Talacogon,8.182458,126.447814,10,15.9,22.7,Loam,Alive
T0756,Molave,Salvacion,Prosperidad,8.31219,125.6412,6,12.4,10.4,Sandy,Alive
T0757,Yakal,Poblacion,Loreto,8.006815,125.785111,14,25.4,31,Loam,Alive
T0758,Yakal,Taglatawan,Prosperidad,8.751279,126.345493,7,13.2,13.6,Clay,Alive
T0759,Yakal,Poblacion,Talacogon,8.02557,126.181955,15,28.2,31.8,Clay,Alive
T0760,Yakal,Taglatawan,Talacogon,8.599968,125.72847,1,3,1.3,Sandy,Dead
T0761,Yakal,San Roque,Bislig,8.764651,125.220043,8,13.8,17.3,Clay,Alive
T0762,Bagras,Libertad,Rosario,8.23128,125.365357,14,26.7,29.6,Sandy,Dead
T0763,Narra,San Roque,Prosperidad,8.1373,126.42858,5,7.4,12.5,Clay,Dead
T0764,Bagras,Salvacion,Bunawan,8.871252,125.434161,6,12.3,14.9,Sandy,Dead
T0765,Mahogany,San Roque,Talacogon,8.252315,126.309565,6,12,12.3,Sandy,Dead
T0766,Acacia,Poblacion,Bunawan,8.217713,125.132228,7,13.1,14.7,Sandy,Alive
T0767,Yakal,Taglatawan,San Francisco,8.189196,126.080576,9,15.9,15.9,Loam,Alive
T0768,Narra,San Roque,Bislig,8.981242,126.398733,15,28.8,35.1,Sandy,Alive
T0769,Acacia,San Roque,Bunawan,8.87928,126.088057,7,10.3,17.2,Sandy,Alive
T0770,Yakal,San Isidro,Bislig,8.070916,125.524694,2,1.5,6,Loam,Alive
T0771,Narra,Sta. Cruz,Rosario,8.942058,125.447409,8,14.5,18.3,Clay,Dead
T0772,Narra,Libertad,Bislig,8.911515,125.332276,2,1.4,1.8,Clay,Dead
T0773,Mahogany,Salvacion,Bislig,8.520544,125.660997,13,22.4,28.3,Sandy,Alive
T0774,Gmelina,Poblacion,Loreto,8.474006,125.6769,9,13.9,23.3,Loam,Alive
T0775,Narra,Poblacion,Prosperidad,8.785064,125.293569,2,2.1,8.1,Loam,Dead
T0776,Molave,Salvacion,San Francisco,8.256647,126.128171,5,10.8,12.6,Clay,Alive
T0777,Gmelina,Libertad,San Francisco,8.845654,125.389405,3,3.3,5.8,Sandy,Dead
T0778,Bagras,San Roque,Bunawan,8.915002,126.265819,6,11.6,14.6,Loam,Alive
T0779,Acacia,Sta. Cruz,Bislig,8.876192,126.084177,15,25.5,32.6,Loam,Alive
T0780,Narra,San Roque,San Francisco,8.348832,125.562237,1,0.9,2.9,Clay,Alive
T0781,Narra,Taglatawan,Rosario,8.99433,125.349093,7,11.3,17.3,Loam,Alive
T0782,Yakal,Poblacion,Bislig,8.081164,125.678304,1,4.7,1,Clay,Dead
T0783,Molave,San Roque,Talacogon,8.861446,126.299054,3,5.5,5.6,Clay,Alive
T0784,Bagras,Taglatawan,Loreto,8.808068,125.481087,7,11.4,17,Clay,Alive
T0785,Narra,San Isidro,Bislig,8.992136,126.286296,11,20.2,20.8,Sandy,Dead
T0786,Yakal,San Roque,Talacogon,8.325881,126.431063,8,13.6,19.7,Loam,Alive
T0787,Narra,Salvacion,Bislig,8.000598,125.461729,1,2,0,Clay,Alive
T0788,Bagras,Sta. Cruz,Bunawan,8.428155,125.092138,12,18.9,23.9,Loam,Alive
T0789,Mahogany,Salvacion,Bislig,8.905299,125.739435,9,18,20.1,Loam,Alive
T0790,Yakal,Poblacion,Prosperidad,8.708899,126.490676,6,9.4,12.2,Sandy,Dead
T0791,Mahogany,Libertad,Bislig,8.122498,125.95236,3,5.3,4,Sandy,Dead
T0792,Gmelina,San Roque,Bunawan,8.139002,125.660107,6,10.8,12.5,Loam,Alive
T0793,Mahogany,Libertad,Loreto,8.934796,126.363803,9,16.3,24.8,Sandy,Dead
T0794,Bagras,Sta. Cruz,Rosario,8.952517,126.131805,7,15.1,16.9,Loam,Alive
T0795,Narra,San Isidro,Rosario,8.447201,126.244732,6,12,15.8,Loam,Alive
T0796,Acacia,Salvacion,Loreto,8.547045,125.13117,2,2.7,3.3,Sandy,Dead
T0797,Acacia,Sta. Cruz,Talacogon,8.209898,125.391378,11,19.2,24,Sandy,Alive
T0798,Molave,Sta. Cruz,Bunawan,8.392218,126.42167,13,25.3,28.6,Sandy,Alive
T0799,Gmelina,Salvacion,San Francisco,8.620241,125.716613,13,25.2,25.6,Clay,Alive
T0800,Narra,San Isidro,Talacogon,8.146021,126.407096,7,13.7,16.5,Loam,Alive
T0801,Yakal,Patin-ay,San Francisco,8.924073,126.230486,13,25,25.8,Loam,Alive
T0802,Gmelina,Poblacion,Bunawan,8.148507,125.894701,4,4.8,9.4,Clay,Dead
T0803,Narra,San Isidro,Prosperidad,8.967743,125.986648,3,7.2,9.9,Loam,Dead
T0804,Bagras,San Isidro,Bunawan,8.362502,126.235996,1,1.6,-0.6,Clay,Dead
T0805,Narra,Patin-ay,Prosperidad,8.378225,125.77594,13,25.3,26.4,Loam,Alive
T0806,Molave,Sta. Cruz,Bunawan,8.690047,125.474152,10,16.7,24.7,Clay,Alive
T0807,Narra,Poblacion,Bislig,8.202149,125.818236,14,24.4,30.3,Clay,Dead
T0808,Molave,Poblacion,Rosario,8.006047,125.72579,14,24.4,32.9,Loam,Alive
T0809,Narra,San Isidro,Prosperidad,8.570409,125.872346,10,18.5,25.3,Loam,Alive
T0810,Bagras,Libertad,San Francisco,8.553993,125.801839,2,2.2,6.5,Sandy,Dead
T0811,Mahogany,Patin-ay,San Francisco,8.201264,126.335355,13,24,28.3,Loam,Alive
T0812,Mahogany,Patin-ay,Loreto,8.597429,126.321343,9,16.2,15.8,Loam,Alive
T0813,Gmelina,Taglatawan,Talacogon,8.872626,125.130664,10,15.2,20.2,Clay,Dead
T0814,Mahogany,Sta. Cruz,Loreto,8.444852,125.733573,2,3.8,6,Loam,Alive
T0815,Gmelina,Taglatawan,Rosario,8.430858,125.468288,3,7.1,6.2,Clay,Dead
T0816,Gmelina,San Isidro,Talacogon,8.793935,126.411488,7,13.4,11.4,Sandy,Alive
T0817,Yakal,Taglatawan,Bislig,8.744825,125.668933,9,18.7,17.9,Sandy,Alive
T0818,Mahogany,Taglatawan,Bunawan,8.748963,125.535474,4,8.1,7.3,Clay,Alive
T0819,Gmelina,San Roque,Prosperidad,8.204064,125.437867,10,17.9,21.4,Loam,Alive
T0820,Bagras,Sta. Cruz,Rosario,8.531357,125.593667,2,2.3,-0.8,Loam,Dead
T0821,Acacia,Poblacion,Prosperidad,8.525049,126.060918,8,16.1,20.1,Sandy,Alive
T0822,Molave,Patin-ay,Loreto,8.428764,125.080673,10,19.4,22.9,Loam,Alive
T0823,Molave,Salvacion,Prosperidad,8.153145,126.092175,3,8.3,6.5,Loam,Dead
T0824,Mahogany,Sta. Cruz,Loreto,8.418291,125.464119,12,20.7,26.8,Loam,Alive
T0825,Yakal,Taglatawan,Bislig,8.119381,125.491764,11,17.5,26.3,Clay,Alive
T0826,Gmelina,Sta. Cruz,Loreto,8.555497,125.875879,4,8,9.7,Loam,Alive
T0827,Gmelina,Libertad,Bislig,8.430347,125.24825,7,12.1,15.9,Clay,Alive
T0828,Molave,Patin-ay,San Francisco,8.286474,125.777116,8,15.3,13.8,Sandy,Dead
T0829,Narra,Taglatawan,San Francisco,8.666927,125.653094,14,26.5,28.6,Clay,Alive
T0830,Acacia,San Isidro,Rosario,8.092715,125.798334,10,17.1,22.7,Sandy,Alive
T0831,Narra,Sta. Cruz,San Francisco,8.532471,125.846625,4,8,7.1,Loam,Dead
T0832,Mahogany,San Isidro,Talacogon,8.898355,125.874029,3,5.5,6.8,Loam,Dead
T0833,Yakal,Patin-ay,San Francisco,8.192023,126.000028,15,24.6,31.7,Loam,Alive
T0834,Bagras,Sta. Cruz,Bunawan,8.728012,126.219721,8,13.6,20.3,Loam,Alive
T0835,Molave,Taglatawan,Bislig,8.856001,126.124931,6,7.8,14.7,Loam,Dead
T0836,Molave,Sta. Cruz,Bislig,8.922645,125.753558,1,2.9,3.2,Clay,Dead
T0837,Bagras,Poblacion,San Francisco,8.315997,126.278319,14,25.2,30.3,Sandy,Dead
T0838,Molave,Libertad,Bunawan,8.485018,125.128105,8,12.9,16.6,Clay,Alive
T0839,Yakal,Poblacion,Talacogon,8.457575,125.713079,2,2.9,5.7,Sandy,Dead
T0840,Molave,San Roque,Bislig,8.504911,126.153121,10,16.5,22.4,Sandy,Alive
T0841,Yakal,Sta. Cruz,Rosario,8.052744,126.251246,13,24,32.1,Loam,Dead
T0842,Bagras,Sta. Cruz,Bunawan,8.25089,125.150844,5,8.9,9.9,Clay,Alive
T0843,Narra,San Isidro,Talacogon,8.570907,125.49864,8,15.7,18.1,Sandy,Alive
T0844,Yakal,Salvacion,Prosperidad,8.404242,126.489898,2,6,6,Loam,Alive
T0845,Acacia,Taglatawan,Rosario,8.63077,125.683474,3,4.4,5,Sandy,Dead
T0846,Molave,Patin-ay,Loreto,8.095641,125.628704,9,17.5,19.7,Clay,Alive
T0847,Acacia,Libertad,Loreto,8.546407,125.374616,13,23.5,25.6,Loam,Alive
T0848,Narra,Libertad,Rosario,8.751771,126.35935,12,21.4,27.2,Sandy,Dead
T0849,Mahogany,Poblacion,Loreto,8.079715,126.024671,10,17.4,23.9,Loam,Alive
