Project_ID,Year,Municipality,Target_Seedlings,Planted_Seedlings,Survival_Rate,Funding_PHP,Rainfall_mm,Temperature_C,Monitoring_Visits,Soil_Type,Pest_Incidents,Fire_Incidents,Project_Status
P0497,2021,Veruela,4993,5473,0.4669299604880925,382284,1882,23.646080498449447,8,Clay,3,2,Moderate
P0498,2023,Cortes,1174,1190,0.5831076857583917,1276658,1774,21.537736227623544,12,Peat,2,0,Successful
P0499,2018,Lianga,8588,9233,0.3344813381031349,110999,2142,30.865293321994308,6,Silt,5,2,Failed
P0500,2016,Talacogon,9078,7044,0.6058906456201243,777695,1601,31.230035701417247,0,Silt,4,1,Failed
P0501,2021,Lanuza,2658,2469,0.5832830154357611,347318,1688,33.66055033713103,2,Peat,3,1,Moderate
P0502,2020,Cortes,3161,2767,0.5473265224979544,992724,2511,28.895237189667025,1,Sandy,4,1,Moderate
P0503,2015,Loreto,2564,1915,0.8122082310766986,386468,2417,29.549349293145237,6,Clay,3,0,Successful
P0504,2025,Rosario,3753,3539,0.3184471194471957,488205,2109,29.511318391035065,2,Peat,5,0,Failed
P0505,2023,Lianga,5479,6357,0.45243827532878444,955006,1411,29.243068053962716,7,Silt,3,0,Moderate
P0506,2023,Talacogon,8203,5906,0.8623279915677706,1368903,1557,31.668142104373835,4,Sandy,1,0,Successful
P0507,2016,Bunawan,9431,7976,0.3516066132356456,151110,1864,24.69001795468591,0,Peat,6,4,Failed
P0508,2017,Cortes,1901,1527,0.32246585527071203,357629,1608,31.034040643929202,1,Clay,3,1,Failed
P0509,2019,Trento,3759,3078,0.183448756181045,134146,2175,35.33896682519342,2,Sandy,6,1,Failed
P0510,2019,Bislig,4423,5105,0.7064209518321711,471436,1952,29.205085548023355,5,Silt,4,0,Moderate
P0511,2015,Lingig,4714,4403,0.6297643294399733,1261237,2123,32.62643240808212,10,Loam,4,0,Moderate
P0512,2022,Lingig,3727,3477,0.4836494995159238,1052091,1025,26.926969626176394,9,Clay,1,1,Moderate
P0513,2022,Talacogon,3245,3505,0.4602554795154712,301616,2933,29.919881264590718,4,Sandy,3,2,Failed
P0514,2018,Veruela,6591,5122,0.250340082626071,153026,1701,30.083811755971468,1,Peat,1,3,Failed
P0515,2021,Cortes,4366,4119,0.7017996507488964,1680304,2818,21.956022301603074,12,Peat,2,1,Successful
P0516,2025,Lianga,6318,5780,0.7040296882519713,1029994,1898,24.579555430374498,0,Sandy,3,0,Successful
P0517,2024,Veruela,2722,2717,0.6028931446911909,183852,2584,24.757812301540035,18,Peat,1,1,Successful
P0518,2017,Lingig,3292,3949,0.3860159332585488,531873,1018,32.055165195081315,0,Sandy,2,1,Failed
P0519,2020,Trento,4563,4949,0.06363971703263094,293185,2071,32.18038276421014,0,Clay,2,1,Failed
P0520,2024,Rosario,2024,1819,0.6571556168734237,2500000,2186,28.310091106766333,14,Peat,0,1,Successful
P0521,2024,Lanuza,8724,9716,0.30092943891057605,254983,2017,30.560257242139265,7,Clay,2,4,Moderate
P0522,2023,Lanuza,6698,5260,0.7713930307209107,107546,2818,27.089626468195565,9,Silt,2,0,Successful
P0523,2015,Cagwait,4525,3236,0.2989551355619379,365463,1060,33.00482917384886,3,Silt,7,2,Failed
P0524,2019,Veruela,3066,2459,0.27426253015390906,368829,1389,30.021971106580178,4,Silt,2,1,Failed
P0525,2018,Hinatuan,3303,2874,0.17403912274611932,99387,2074,30.14466011856689,2,Silt,2,0,Failed
P0526,2022,Loreto,4209,4020,0.4093319495876032,277014,3258,27.83601841684397,10,Peat,0,1,Moderate
P0527,2025,Rosario,6655,6705,0.6057243836255889,2500000,1917,30.21112619409107,11,Sandy,1,0,Moderate
P0528,2015,Lanuza,1219,1408,0.7249448068291513,801052,2754,26.447002958467717,9,Peat,0,0,Successful
P0529,2023,Rosario,7016,6699,0.8116358321536145,1796953,2335,29.94107844299517,3,Peat,1,0,Successful
P0530,2020,Talacogon,5079,4828,0.19606518394260886,189447,2965,27.169627148209983,3,Clay,8,1,Failed
P0531,2018,Rosario,1472,1067,0.34534878398795155,80400,751,27.252709363179516,1,Sandy,5,3,Failed
P0532,2023,San Francisco,4218,3026,0.502458925224249,264167,1856,31.71856688781626,4,Loam,4,5,Failed
P0533,2025,Trento,7895,7702,0.4020632120549897,246970,824,29.77863946354247,0,Loam,2,1,Failed
P0534,2019,Lanuza,4902,4505,0.5005103418140224,422423,496,27.36527145961718,3,Sandy,4,0,Moderate
P0535,2019,Rosario,5052,5656,0.35600785584982986,274822,1978,32.22514433118865,0,Loam,4,2,Failed
P0536,2019,Veruela,2707,2112,0.28630687556577017,361510,1883,28.481846464784788,2,Sandy,6,4,Failed
P0537,2015,Bunawan,4926,3509,0.3211032258572619,267971,1629,29.499496864249075,0,Clay,7,0,Failed
P0538,2015,San Francisco,7419,6859,0.7474388947851497,388181,2336,30.998069875177897,2,Clay,1,1,Successful
P0539,2022,San Francisco,9335,7642,0.5302797752937531,827269,3858,32.34785586452663,11,Peat,1,0,Moderate
P0540,2022,Loreto,8886,6440,0.8012093353074176,237005,2245,31.43099552567582,16,Loam,1,0,Successful
P0541,2020,Rosario,9180,9751,0.1809297820585269,82037,2106,29.294685557665222,1,Sandy,6,1,Failed
P0542,2025,Cagwait,2704,2043,0.4280945407612027,1006123,1610,31.576757262461175,1,Clay,6,1,Moderate
P0543,2018,Loreto,5845,5869,0.6411457446168789,1507136,2577,25.127617930578303,1,Peat,1,0,Successful
P0544,2016,Barobo,3776,3173,0.3579674674595549,546114,1857,26.232742813194847,2,Loam,3,0,Moderate
P0545,2016,Loreto,1602,1260,0.40392607693354254,206953,1753,22.623860368439097,1,Loam,0,0,Moderate
P0546,2023,Bunawan,5743,5110,0.7959462506804129,588869,3491,31.682170504746324,8,Loam,0,2,Successful
P0547,2019,Talacogon,7114,7830,0.6907212484508116,827951,3106,25.340050377309804,3,Clay,0,1,Successful
P0548,2018,Rosario,9933,8900,0.6116337357077316,180735,2082,28.18366855063235,10,Clay,1,0,Moderate
P0549,2024,Lianga,9207,9901,0.5541656498503075,329172,617,26.22418914517929,10,Loam,3,2,Moderate
P0550,2015,Lingig,5723,4365,0.05,482192,1583,31.73791312082535,1,Clay,6,1,Failed
P0551,2021,Lanuza,9084,9868,0.6285970701066028,1722714,3621,27.56091584820665,2,Loam,4,0,Moderate
P0552,2017,Loreto,1130,924,0.43351181038283937,221846,1661,26.73795777391763,1,Silt,4,3,Failed
P0553,2020,Trento,9671,10045,0.43073647901981765,1019733,2661,29.60415641046515,2,Clay,6,0,Moderate
P0554,2019,Bislig,7183,7060,0.600422985147399,146862,2865,24.91567493797443,12,Sandy,1,1,Moderate
P0555,2019,Trento,777,904,0.20009024676271214,484776,1931,27.90648568671127,1,Clay,7,5,Failed
P0556,2025,Bunawan,732,654,0.5617204452098002,314031,1494,23.232777213434797,0,Loam,3,2,Moderate
P0557,2019,Bunawan,6190,4537,0.6535501593045034,1289060,938,23.94010471950598,11,Sandy,0,0,Successful
P0558,2015,Veruela,8159,5789,0.6006893547465424,837580,2810,27.946322924301196,8,Peat,0,1,Successful
P0559,2015,Barobo,525,584,0.2664055934541844,801684,1311,25.088659904742688,0,Sandy,8,0,Failed
P0560,2017,Barobo,7968,7668,0.5351525264470197,298458,2105,24.79713568844571,11,Sandy,4,1,Moderate
P0561,2024,Talacogon,6910,7515,0.5022784367662476,922770,1250,28.49407770966798,3,Clay,2,0,Moderate
P0562,2018,Cagwait,9152,7479,0.6615969441777441,817323,2240,26.14098275976737,3,Sandy,1,0,Successful
P0563,2019,Lanuza,4264,3720,0.7400100937868863,897486,2420,32.48009158989827,3,Sandy,1,0,Successful
P0564,2016,Cortes,7099,5076,0.8069294752580735,879936,2561,32.084741365060935,16,Loam,1,0,Successful
P0565,2022,Loreto,5602,6614,0.7755106969877463,530549,1731,25.330193843122117,4,Clay,0,0,Successful
P0566,2025,Trento,7506,7760,0.5719001236719057,564304,2718,29.892844046008705,6,Loam,3,1,Moderate
P0567,2025,Bislig,3983,4646,0.7129884799545767,966478,2041,29.37320639219863,6,Clay,1,0,Successful
P0568,2016,Bunawan,2494,2076,0.6906061497659393,685394,995,27.00630285493899,8,Peat,2,0,Moderate
P0569,2023,Bunawan,9182,9234,0.1553357328823307,317105,1734,26.261146158754492,2,Sandy,5,5,Failed
P0570,2016,Talacogon,1572,1633,0.8287560297086719,1894298,2420,27.469253876729855,8,Clay,0,1,Successful
P0571,2023,Bislig,7207,6189,0.6918269311551954,1161219,2096,28.06788581296472,3,Sandy,2,0,Moderate
P0572,2021,Hinatuan,715,803,0.38732713298484533,145786,2617,28.910588757573453,2,Sandy,2,1,Failed
P0573,2022,Bislig,8105,9511,0.759747577293517,2002905,2258,28.605792170411213,13,Silt,0,0,Successful
P0574,2025,Talacogon,3106,3548,0.48660435440044253,239175,1928,26.623175982486003,15,Loam,2,0,Moderate
P0575,2016,Bunawan,8850,9465,0.46505227114647585,459460,1138,27.120006131052143,1,Clay,3,3,Failed
P0576,2021,Lanuza,5281,4429,0.12078351046336577,470555,2292,30.27270742587458,1,Peat,6,1,Failed
P0577,2020,Rosario,3813,3206,0.6829875739620357,243404,2510,28.46492523142219,2,Silt,1,1,Successful
P0578,2018,Rosario,8263,9764,0.264341912831159,319058,1547,27.05838764024987,2,Loam,3,1,Failed
P0579,2021,Talacogon,6439,4540,0.6985184509014398,401462,857,30.820226527477704,9,Peat,0,2,Moderate
P0580,2018,Bislig,2795,2957,0.8179767636040897,566589,3266,23.073797155559806,1,Peat,2,1,Successful
P0581,2016,Loreto,6185,6513,0.4338345089787706,1622286,1263,27.054716353210893,2,Sandy,3,1,Moderate
P0582,2024,Talacogon,2196,2220,0.2765569212461135,189063,1445,29.354978659505978,4,Loam,3,0,Failed
P0583,2021,Lanuza,2446,2923,0.47628122270844475,313480,2215,26.909440718370174,7,Silt,2,0,Moderate
P0584,2022,Talacogon,3283,2810,0.7090211007766465,1076075,1682,26.08734881612202,5,Clay,1,0,Successful
P0585,2016,San Francisco,4144,3605,0.6674667470268135,965158,1103,33.177686205770286,21,Clay,2,0,Moderate
P0586,2019,Barobo,5741,4245,0.6428256870736495,909123,1125,25.372789777402755,11,Silt,0,0,Successful
P0587,2015,Trento,6920,6376,0.9408780855734373,2500000,2832,33.603054306179786,6,Sandy,1,1,Successful
P0588,2021,Bislig,8057,6691,0.8628229690184623,1535718,2072,28.59281694932763,0,Sandy,1,0,Successful
P0589,2022,Cagwait,3145,2741,0.8890861670603698,202375,4156,27.73013784327998,5,Peat,1,1,Successful
P0590,2020,Veruela,7089,7920,0.7337060487974743,674626,1803,28.690600883469166,25,Loam,0,0,Successful
P0591,2019,Lingig,6853,8002,0.7650059280920891,658145,1847,33.824819373129884,17,Peat,0,2,Successful
P0592,2020,Veruela,2432,1928,0.37802178225703464,822928,1660,26.01601749017138,10,Clay,2,1,Moderate
P0593,2016,Bislig,2257,2000,0.7275337592933198,150589,2545,24.69895520265903,10,Silt,1,0,Successful
P0594,2015,Cagwait,5585,6502,0.8293654847643152,2500000,2117,25.6128345085702,16,Loam,2,0,Successful
P0595,2021,Cortes,6137,4485,0.5014488286493954,440372,2167,30.0803578674114,7,Silt,11,2,Failed
P0596,2021,Lanuza,1616,1205,0.41714118198370587,638712,1412,24.185572187968567,2,Loam,1,0,Moderate
P0597,2024,San Francisco,992,775,0.5061392875617682,1420611,1171,28.55584809829652,1,Clay,5,1,Moderate
P0598,2025,San Francisco,9311,9288,0.7648700779767478,2500000,1321,31.73386783353418,4,Clay,1,1,Successful
P0599,2024,Lingig,8388,6502,0.6404210797807515,2006024,1065,27.878518476561943,4,Loam,2,1,Successful
P0600,2016,Bunawan,6974,8257,0.83913492417584,2133368,2089,26.76828635256181,13,Sandy,0,0,Successful
P0601,2016,Trento,5458,5039,0.7076009668257391,1123125,2219,25.95459887829093,8,Loam,1,0,Successful
P0602,2015,Rosario,9967,9476,0.7604609648822976,909210,2021,29.746279261378913,2,Clay,0,0,Successful
P0603,2024,Lianga,3243,2670,0.7348050628088123,702907,3146,25.43541806690488,6,Silt,1,1,Successful
P0604,2022,Lanuza,8366,7826,0.7010661494280326,538444,3136,32.11598980149812,8,Peat,1,0,Successful
P0605,2022,Lingig,7660,7897,0.7792955014519446,598290,2199,32.33339936928589,6,Silt,1,0,Successful
P0606,2015,Lianga,5951,6400,0.5241268505718374,213423,923,29.141876996654467,12,Clay,0,1,Moderate
P0607,2025,Hinatuan,5758,6200,0.7428142117721335,956623,2059,27.471212279808388,9,Silt,0,0,Successful
P0608,2022,Lianga,9048,8947,0.7071538378319657,285829,2040,30.076649520603898,11,Sandy,1,0,Successful
P0609,2023,Bislig,7686,8855,0.5883429604939547,659532,1605,31.236996255568314,4,Sandy,0,1,Moderate
P0610,2018,Lingig,6602,7319,0.7484340722190742,554885,1581,26.48502067235146,5,Loam,3,2,Moderate
P0611,2015,Veruela,9561,10311,0.7939887232839128,1137425,2007,26.183612167158245,7,Silt,0,1,Successful
P0612,2015,Veruela,9577,6970,0.45945655008755804,206715,1568,26.69413141329176,3,Silt,2,2,Failed
P0613,2017,Rosario,9975,7016,0.3831733689815845,2500000,1618,29.522662345835144,4,Clay,2,0,Moderate
P0614,2019,Lingig,1119,902,0.795776143929377,2500000,2524,29.16656970864223,11,Loam,0,1,Successful
P0615,2019,Bislig,1382,1425,0.16636843534405069,129147,2016,26.625185905346818,0,Loam,4,1,Failed
P0616,2023,Lianga,9488,8592,0.11323051014553379,353286,1253,28.862002737959603,2,Silt,4,1,Failed
P0617,2024,Cagwait,4142,3732,0.7060628592540964,635369,3162,24.131865206046626,8,Peat,2,0,Successful
P0618,2016,Hinatuan,1796,2051,0.8991899334413573,467318,1811,25.253000474390404,1,Silt,0,1,Successful
P0619,2016,Cortes,8936,10256,0.4530022160137504,121852,829,31.377542650565747,0,Silt,4,1,Failed
P0620,2020,Barobo,3395,3919,0.579160566646528,793580,2228,26.666294833304303,8,Silt,4,0,Moderate
P0621,2023,Loreto,7093,6078,0.6267299440110069,600858,1909,26.747935109919254,2,Sandy,0,1,Successful
P0622,2015,Veruela,1429,1494,0.7603719348612064,2165605,2592,23.43172068013171,7,Loam,0,0,Successful
P0623,2023,Lanuza,5866,4902,0.8101700008901735,2210414,957,27.96747552431166,9,Sandy,1,0,Successful
P0624,2023,Cagwait,9211,7325,0.5710643475494318,1651936,2835,28.389316700388378,1,Peat,3,0,Moderate
P0625,2023,Lanuza,3712,2941,0.32874476998231056,303235,2403,26.677601874917094,10,Clay,1,1,Moderate
P0626,2019,Bunawan,2909,2533,0.6909682151980129,1470199,1499,27.027464255793813,11,Peat,1,1,Successful
P0627,2023,Lingig,8699,7959,0.542310668302154,926239,1112,28.95073720125861,2,Loam,5,2,Moderate
P0628,2025,Talacogon,3923,4376,0.6143549091420628,399777,3003,26.46282962772664,2,Clay,2,1,Moderate
P0629,2018,Loreto,7476,5681,0.5603872178900053,561034,1957,23.809343639995554,5,Peat,1,0,Successful
P0630,2016,Veruela,8094,8640,0.7637876024520142,2500000,1899,32.013936081717034,8,Loam,1,0,Successful
P0631,2020,Hinatuan,5658,5464,0.5671658523854743,678227,640,26.91681823822432,5,Peat,5,0,Moderate
P0632,2018,San Francisco,4167,3516,0.43894567839226983,476312,1589,29.758099742032776,3,Clay,6,0,Failed
P0633,2020,Veruela,6473,6126,0.6331429101084924,309942,1863,31.027099337550784,8,Clay,2,2,Moderate
P0634,2017,Cagwait,6736,5725,0.6199085582570567,233734,2429,37.32263796892621,4,Peat,3,1,Moderate
P0635,2020,Bunawan,8777,8759,0.7000059493298066,654333,1560,24.388783875277834,4,Sandy,1,1,Successful
P0636,2016,Lanuza,2968,2721,0.32103974354520315,519325,1087,29.624568034316276,10,Peat,0,0,Moderate
P0637,2016,Lianga,6717,5254,0.502833669152632,260642,2270,26.731119286764734,1,Peat,1,0,Moderate
P0638,2023,San Francisco,4119,3123,0.880163182520856,1006884,3004,26.153024238558224,8,Peat,2,1,Successful
P0639,2021,Bislig,2136,2079,0.9193454527524432,285045,1457,25.699469947483024,4,Sandy,0,0,Successful
P0640,2017,Trento,8655,9963,0.8510549102297785,431901,3048,24.685862580498537,6,Silt,0,1,Successful
P0641,2025,Lianga,4083,3560,0.8229340822801735,1714078,2422,27.396771595538347,14,Clay,2,1,Successful
P0642,2015,Trento,4509,4808,0.8179639648385966,1626034,3055,23.813743282379413,5,Loam,0,0,Successful
P0643,2022,Loreto,3826,3938,0.7243881253239219,749634,2357,29.867018916279676,2,Clay,2,0,Successful
P0644,2020,Cortes,8648,10081,0.766993970644638,466170,886,27.637507340083438,17,Clay,1,1,Successful
P0645,2021,Talacogon,2717,3017,0.9469069525826331,462819,2308,28.556087432253598,10,Silt,2,0,Successful
P0646,2023,Cortes,5467,5375,0.1880418791891373,229064,2436,28.834528470134444,3,Clay,2,0,Failed
P0647,2019,San Francisco,2869,2950,0.7437734548851822,934931,1463,27.58199016447063,3,Clay,4,1,Moderate
P0648,2015,Rosario,4138,4755,0.5113566214609531,1165514,1767,29.21890976291832,8,Sandy,3,0,Moderate
P0649,2024,San Francisco,9635,8669,0.505560495273311,210371,1694,27.089873418985437,5,Sandy,6,1,Failed
P0650,2021,Cortes,6222,5372,0.3811821988602955,244744,300,27.60502391396666,4,Sandy,1,1,Moderate
P0651,2019,Veruela,4944,3487,0.8385904201164649,1249894,3402,25.350966215303863,12,Sandy,0,0,Successful
P0652,2017,Cagwait,8118,9037,0.4615875836862854,309615,1459,26.273577973522464,3,Sandy,1,0,Moderate
P0653,2023,Lanuza,4447,4893,0.38016793696909756,386966,2303,23.225404398435895,9,Loam,1,0,Moderate
P0654,2015,Veruela,2176,1636,0.5762240850893136,1590038,1947,31.8483164737,1,Silt,4,0,Moderate
P0655,2015,Veruela,1696,1676,0.6711366146315163,1077264,2754,26.783653117115577,2,Peat,2,0,Moderate
P0656,2015,Cagwait,3287,3063,0.6955058561406504,1147248,2643,30.408440137908876,15,Sandy,0,0,Successful
P0657,2017,Cagwait,7932,6023,0.63009840395416,385921,2259,30.17198080348573,10,Silt,3,0,Successful
P0658,2020,Loreto,8427,10030,0.7708155235665045,1196032,1863,24.285000733708767,8,Peat,2,0,Successful
P0659,2024,Lianga,3818,3082,0.5395077605467383,1294422,2478,25.778971910817887,16,Clay,2,0,Moderate
P0660,2025,Rosario,9358,6865,0.6157983553065399,430109,875,34.90125739838921,1,Clay,0,0,Moderate
P0661,2017,Rosario,7189,7170,0.8749594571364488,2500000,2787,31.877314854817858,5,Silt,0,0,Successful
P0662,2022,Veruela,2676,2861,0.3116818746218508,784791,1140,29.921203716679738,2,Loam,1,2,Failed
P0663,2024,Trento,4243,3038,0.7726603977753116,2075159,2751,29.143432766043375,7,Loam,3,0,Moderate
P0664,2016,Loreto,9292,9564,0.8024234744535292,1286944,2496,25.922883992632027,14,Silt,3,1,Successful
P0665,2023,Lingig,4922,4755,0.7453573493993101,1605232,2786,28.58088178550085,2,Loam,0,1,Successful
P0666,2017,Lingig,4324,3250,0.6188432640897172,2500000,2449,25.707045248193822,12,Loam,2,0,Successful
P0667,2019,Hinatuan,9671,7603,0.7537340479683833,1438329,1348,22.419115589254037,14,Clay,1,0,Successful
P0668,2024,Veruela,2951,2903,0.7463613054588865,689351,1883,24.196110533722372,4,Loam,1,0,Successful
P0669,2022,Talacogon,1128,956,0.8760304796281471,717739,2803,27.552731869626466,7,Loam,1,0,Successful
P0670,2016,Lanuza,8278,9678,0.8262483624066854,1221643,2499,24.672331911243532,8,Silt,1,0,Successful
P0671,2020,Cagwait,4196,4654,0.6620630878367383,380652,3108,27.331806337716163,11,Loam,3,1,Successful
P0672,2019,Lianga,4174,4974,0.34411561409754526,269280,2041,27.313347401417843,3,Sandy,8,0,Failed
P0673,2024,Bislig,4429,3675,0.8471531171729054,2397245,1819,25.544115193745014,9,Sandy,0,0,Successful
P0674,2023,Cagwait,3265,3868,0.73336376312654,123619,1522,30.63291326603298,22,Silt,2,1,Moderate
P0675,2019,Talacogon,4869,4458,0.6565004760896872,1874254,2061,29.11870136910026,6,Sandy,4,0,Moderate
P0676,2016,Trento,8807,7695,0.4265185316036069,688618,411,29.97583894671663,0,Clay,6,0,Failed
P0677,2019,San Francisco,5456,3956,0.7860085994615164,711593,3404,29.697409932676628,6,Silt,1,0,Successful
P0678,2018,Barobo,1192,865,0.818831200542345,1550747,2665,28.701521483368367,10,Loam,0,1,Successful
P0679,2025,San Francisco,3662,3830,0.49493068609886226,299013,2536,33.61640822812842,2,Sandy,7,1,Failed
P0680,2021,Cortes,1605,1490,0.13341116435284903,747833,851,28.85035184421215,0,Clay,1,0,Failed
P0681,2020,Talacogon,3508,2852,0.27107849418962615,618979,2546,28.92591255368123,8,Silt,2,2,Failed
P0682,2016,Cortes,2661,2679,0.702743125124376,351239,3738,24.24722683402164,13,Silt,3,1,Successful
P0683,2025,Veruela,8845,7309,0.8179153118726125,1605069,1607,26.42754820656895,4,Loam,1,0,Successful
P0684,2025,Bislig,4199,4152,0.6976266610780946,488400,2462,30.911924735756113,4,Peat,6,1,Moderate
P0685,2019,Bunawan,4286,3769,0.23642359985904965,316721,1800,33.249968430655336,1,Sandy,3,2,Failed
P0686,2021,Cagwait,9756,10846,0.2631634759036675,331782,1073,30.90076292021667,4,Clay,3,1,Moderate
P0687,2025,Bunawan,4700,5218,0.5005335105970636,2218024,2295,24.014520333626407,6,Silt,5,1,Moderate
P0688,2021,Trento,2413,2265,0.8713473732017407,2292654,2900,30.207863031651836,1,Sandy,4,1,Successful
P0689,2019,Veruela,9908,8673,0.39526818641298317,178476,1439,25.40370344181982,2,Clay,3,0,Failed
P0690,2023,Rosario,6020,5305,0.8228186247810576,368510,3099,29.74529331030587,9,Clay,2,1,Successful
P0691,2018,Cagwait,2272,2505,0.7520006698125521,753215,1399,26.580538683572364,12,Silt,1,0,Successful
P0692,2025,Cortes,3280,2834,0.39651631165362566,794977,1103,30.25633328483464,3,Sandy,4,1,Moderate
P0693,2017,Rosario,7923,6374,0.6118353185949361,684852,2081,25.168879130263583,10,Clay,3,0,Moderate
P0694,2018,Lianga,3371,2502,0.6965718189965375,2500000,2415,30.427919081765367,3,Silt,3,0,Successful
P0695,2019,Hinatuan,1160,1082,0.98,1882294,1970,23.837563134737778,21,Sandy,0,0,Successful
P0696,2020,Bislig,6742,6344,0.6184608650025419,1203680,2485,26.828862722867058,9,Sandy,2,0,Moderate
P0697,2017,Hinatuan,1632,1828,0.7219351697446049,1308866,2718,25.004763430577412,2,Silt,0,0,Successful
P0698,2016,Bislig,1199,971,0.4766337703133647,207826,2514,24.11428786794375,10,Sandy,1,0,Moderate
P0699,2018,San Francisco,7970,7097,0.7707055793386411,871920,2326,27.736318918971172,14,Peat,4,0,Successful
P0700,2019,Loreto,6797,7505,0.52125976935739,1291827,2361,33.015222794592404,4,Clay,1,0,Moderate
P0701,2018,Cagwait,8312,9241,0.6840200530635945,548544,1732,35.16726305580002,8,Clay,2,0,Moderate
P0702,2025,Cortes,5057,4512,0.7986416169744046,1502500,3632,27.74288946771562,9,Sandy,0,0,Successful
P0703,2017,Hinatuan,2679,2490,0.7068368261091472,792990,1912,30.291703187668805,12,Silt,0,0,Successful
P0704,2022,Trento,9565,8145,0.9690440685155783,461986,3663,28.080236594821343,10,Loam,1,1,Successful
P0705,2024,Bunawan,8775,10234,0.7849308331520223,922092,2420,28.747207986920532,6,Sandy,0,0,Successful
P0706,2018,Lingig,1922,1459,0.42763755463564557,373601,974,29.144628372181902,1,Loam,3,4,Failed
P0707,2016,Barobo,3680,4294,0.7191773492555241,612712,3220,27.987692313556504,9,Sandy,0,0,Successful
P0708,2016,Trento,4816,5017,0.3708361878842333,252221,1875,31.34369676151607,1,Loam,5,3,Failed
P0709,2015,Rosario,7196,6949,0.8111109991143195,494366,2910,26.053850677809173,6,Sandy,0,0,Successful
P0710,2018,Rosario,1114,797,0.32324208494846174,1352978,2734,28.30626425026753,2,Silt,4,3,Moderate
P0711,2024,Hinatuan,5070,4754,0.6021385154644896,242019,2002,29.85392470250628,0,Loam,6,2,Failed
P0712,2023,Barobo,770,695,0.7048773353107057,1757532,1644,30.566008293326313,3,Peat,2,0,Moderate
P0713,2025,Talacogon,2968,2316,0.5023365620624816,1865813,2585,25.834919570930797,4,Silt,0,1,Moderate
P0714,2021,Lianga,4107,4222,0.41772763114529743,536441,2000,28.371144478480872,3,Sandy,1,3,Moderate
P0715,2024,Cagwait,3575,4238,0.8147561613803552,469433,2811,32.280013672631746,9,Loam,2,0,Successful
P0716,2021,Bislig,789,774,0.3321376779180155,80578,507,32.910150381464845,0,Clay,5,1,Failed
P0717,2021,Lanuza,8620,9114,0.3697936527988521,112650,2068,33.372947622221766,1,Silt,4,2,Failed
P0718,2022,Lingig,7114,5223,0.3468208354671726,119405,1416,30.061079600445087,4,Loam,8,0,Failed
P0719,2015,Cortes,3752,3409,0.8306240989305926,2500000,3391,28.30249390921506,6,Silt,2,0,Successful
P0720,2024,Trento,7915,6000,0.7236766839270168,622828,2373,31.005590416757315,4,Loam,4,1,Moderate
P0721,2024,Cortes,7271,7317,0.39953444871801047,396474,1943,33.90063882382733,4,Clay,5,1,Failed
P0722,2022,Rosario,778,909,0.6750344501090059,196652,2691,22.620992717792785,5,Peat,1,0,Successful
P0723,2018,Loreto,1080,1113,0.9162562852712453,407613,1800,24.211396732375384,9,Clay,2,0,Successful
P0724,2018,San Francisco,5458,4030,0.7468737476185945,1128728,2973,31.773610253506618,10,Sandy,2,1,Moderate
P0725,2018,Bunawan,8945,7847,0.9282468081414502,709708,3194,27.807776610577992,7,Silt,5,0,Moderate
P0726,2020,Lianga,4776,4658,0.16271083534645628,268526,2035,28.320698026854807,5,Peat,2,3,Failed
P0727,2021,Loreto,8497,7660,0.8042882013150275,1577070,3354,24.36459753251099,15,Silt,2,1,Successful
P0728,2020,Lianga,5276,5892,0.05,1023151,1458,28.612458246139727,5,Loam,2,3,Failed
P0729,2015,Talacogon,1324,1466,0.8353149156379209,855022,1921,23.99407679144044,3,Sandy,5,2,Successful
P0730,2022,Lanuza,4332,4357,0.7251799701833228,1070795,2424,32.72773568183119,6,Sandy,1,0,Successful
P0731,2024,Hinatuan,9391,8327,0.9723445794824954,1178626,2660,27.443909870048568,7,Silt,0,0,Successful
P0732,2025,Hinatuan,5945,4920,0.21155390419739853,1848800,1563,29.855123645593206,7,Sandy,6,4,Failed
P0733,2021,Rosario,1880,1415,0.3472980354439287,130761,2322,29.97019168791958,9,Silt,3,0,Moderate
P0734,2020,San Francisco,7034,6171,0.4934483511156977,963390,2183,30.905862923166424,0,Loam,5,0,Moderate
P0735,2020,Barobo,3656,3314,0.5824512228782863,928209,1801,29.864720391386598,4,Loam,0,0,Successful
P0736,2019,Cagwait,4807,4989,0.42515392363102344,452277,2111,32.68405485976893,6,Silt,5,5,Failed
P0737,2020,Barobo,6134,6312,0.573491695374368,611927,2918,25.92288612302286,11,Clay,4,0,Successful
P0738,2023,Loreto,9075,6670,0.32398406136564223,288029,1902,29.255332987607847,2,Clay,5,1,Failed
P0739,2024,Lianga,6310,5664,0.30066258161725645,984677,2691,30.422579138605688,2,Loam,4,1,Moderate
P0740,2023,Bislig,9033,7144,0.7479702195463358,2500000,1669,26.18152734590095,13,Peat,1,0,Successful
P0741,2024,Talacogon,6434,5008,0.7472053786965441,1061401,2280,28.487233419931936,19,Clay,4,4,Moderate
P0742,2022,Bislig,3609,4019,0.8160647891435795,529592,1697,28.496909411062035,8,Silt,0,0,Successful
P0743,2024,San Francisco,4582,3303,0.44638076740420796,414997,1331,30.46296270577594,4,Loam,2,0,Moderate
P0744,2023,Cagwait,3740,3401,0.54625558132731,405971,1621,24.055797594074498,0,Sandy,2,1,Moderate
